Title,URL
German Speaking Call Centre Agents,https://www.brightermonday.co.ke/listings/german-speaking-call-centre-agents-mg555m
Top Level Management,/jobs?q=Top%20Level%20Management
,/jobs?q=Top%20Level%20Management
"REGIONAL BUSINESS DEVELOPMENT MANAGER (MEDICAL SALES), EAST AFRICA",https://www.brightermonday.co.ke/listings/regional-business-development-manager-medical-sales-east-africa-07ggpx
Client Success Associate - Isinya,https://www.brightermonday.co.ke/listings/client-success-associate-isinya-6dxx7z
BPOSeats.com,/jobs?q=BPOSeats.com
B,/jobs?q=BPOSeats.com
ELECTRICAL TECHNICIAN / PANEL ELECTRICIAN - KENYAN CITIZEN – 2 Positions In Nairobi & Mombasa,https://www.brightermonday.co.ke/listings/electrical-technician-panel-electrician-kenyan-citizen-2-positions-in-nairobi-mombasa-zpvv2x
MSVL Group,/jobs?q=MSVL%20Group
,/jobs?q=MSVL%20Group
Flexo/Flexible Packaging Machine Operator,https://www.brightermonday.co.ke/listings/flexoflexible-packaging-machine-operator-6dx70z
Flexible Packaging Sales Representative,https://www.brightermonday.co.ke/listings/flexible-packaging-sales-representative-zpv2gx
Flexography Printing Artwork Graphic Designer,https://www.brightermonday.co.ke/listings/flexography-printing-artwork-graphic-designer-evndgx
General Manager - Consulting,https://www.brightermonday.co.ke/listings/general-manager-consulting-pmdper
East Africa Gate (EAGate) Consulting PLC,/jobs?q=East%20Africa%20Gate%20%28EAGate%29%20Consulting%20PLC
E,/jobs?q=East%20Africa%20Gate%20%28EAGate%29%20Consulting%20PLC
Research Officers (Garissa County &Turkana; County),https://www.brightermonday.co.ke/listings/research-officers-garissa-county-turkana-county-mg5mkz
BrighterMonday Consulting,/company/brightermonday-consulting
,/company/brightermonday-consulting
TEACHING JOB VACANCY,https://www.brightermonday.co.ke/listings/teaching-job-vacancy-xpjdn0
Precious Gems School,/jobs?q=Precious%20Gems%20School
,/jobs?q=Precious%20Gems%20School
BUILDING CONSTRUCTION FOREMAN (12 POSITIONS),https://www.brightermonday.co.ke/listings/building-construction-foreman-12-positions-r8z2k9
Top Choice Surveillance Limited,/jobs?q=Top%20Choice%20Surveillance%20Limited
,/jobs?q=Top%20Choice%20Surveillance%20Limited
CONSTRUCTION SITE AGENT (3 POSITIONS),https://www.brightermonday.co.ke/listings/construction-site-agent-3-positions-4n4j2v
Top Choice Surveillance Limited,/jobs?q=Top%20Choice%20Surveillance%20Limited
,/jobs?q=Top%20Choice%20Surveillance%20Limited
PROCUREMENT OFFICER,https://www.brightermonday.co.ke/listings/procurement-officer-84v027
Razco Limited,/jobs?q=Razco%20Limited
,/jobs?q=Razco%20Limited
ACCOUNTANT,https://www.brightermonday.co.ke/listings/accountant-q24qkn
Beyond opinion business solutions LTD,/jobs?q=Beyond%20opinion%20business%20solutions%20LTD
B,/jobs?q=Beyond%20opinion%20business%20solutions%20LTD
FIELD SALESMAN,https://www.brightermonday.co.ke/listings/field-salesman-wpem90
Beyond opinion business solutions LTD,/jobs?q=Beyond%20opinion%20business%20solutions%20LTD
B,/jobs?q=Beyond%20opinion%20business%20solutions%20LTD
ANIMAL NUTRITION SALES,https://www.brightermonday.co.ke/listings/animal-nutrition-sales-npg5nk
Ramadi AgriCare,/jobs?q=Ramadi%20AgriCare
,/jobs?q=Ramadi%20AgriCare
Business Development Officer,https://www.brightermonday.co.ke/listings/business-development-officer-d7erj7
Situ Investments Limited,/jobs?q=Situ%20Investments%20Limited
S,/jobs?q=Situ%20Investments%20Limited
Sales & Marketing Manager - Solar Division,https://www.brightermonday.co.ke/listings/sales-marketing-manager-solar-division-zpv26r
Head Teacher,https://www.brightermonday.co.ke/listings/head-teacher-5d6w5p
ELECTRICAL ENGINEER,https://www.brightermonday.co.ke/listings/electrical-engineer-20jzdq
MSVL Group,/jobs?q=MSVL%20Group
M,/jobs?q=MSVL%20Group
"Senior Architect for an Architect firm, to be based in Nairobi",https://www.brightermonday.co.ke/listings/senior-architect-for-an-architect-firm-to-be-based-in-nairobi-pmdp7w
Summit Recruitment & Search,/company/summit-recruitment-search
,/company/summit-recruitment-search
Sales Account Executive,https://www.brightermonday.co.ke/listings/sales-account-executive-k8rmqm
Ujuzi Code Ltd,/jobs?q=Ujuzi%20Code%20Ltd
,/jobs?q=Ujuzi%20Code%20Ltd
Accountant – Nairobi Kenya,https://www.brightermonday.co.ke/listings/accountant-nairobi-kenya-gwq5z2
Summit Recruitment & Search,/company/summit-recruitment-search
,/company/summit-recruitment-search
Product Development Specialist – Beverage Manufacturing,https://www.brightermonday.co.ke/listings/product-development-specialist-beverage-manufacturing-mg5mdz
BrighterMonday Consulting,/company/brightermonday-consulting
,/company/brightermonday-consulting
Web Developer and Designer,https://www.brightermonday.co.ke/listings/web-developer-and-designer-xpjdww
Bonnvie International Ltd,/jobs?q=Bonnvie%20International%20Ltd
B,/jobs?q=Bonnvie%20International%20Ltd
Procurement Assistant,https://www.brightermonday.co.ke/listings/procurement-assistant-npg50g
Bidwood Suite Hotel,/jobs?q=Bidwood%20Suite%20Hotel
,/jobs?q=Bidwood%20Suite%20Hotel
Price Analyst,https://www.brightermonday.co.ke/listings/price-analyst-zpv2z9
Corporate Staffing Services Ltd,/company/corporate-staffing
C,/company/corporate-staffing
SOFTWARE DEVELOPER,https://www.brightermonday.co.ke/listings/software-developer-q24qzk
Futuristic Ltd,/jobs?q=Futuristic%20Ltd
F,/jobs?q=Futuristic%20Ltd
Software Developer Intern,https://www.brightermonday.co.ke/listings/software-developer-intern-npg59z
Softclans Technologies Limited,/jobs?q=Softclans%20Technologies%20Limited
,/jobs?q=Softclans%20Technologies%20Limited
"Title: Senior Accountant,",https://www.brightermonday.co.ke/listings/title-senior-accountant-6dx7dn
Corporate Staffing Services Ltd,/company/corporate-staffing
C,/company/corporate-staffing
Account Manager,https://www.brightermonday.co.ke/listings/account-manager-zpv2p8
Corporate Staffing Services Ltd,/company/corporate-staffing
C,/company/corporate-staffing
Talent Acquisition Manager,https://www.brightermonday.co.ke/listings/title-talent-acquisition-manager-5d6wdx
Corporate Staffing Services Ltd,/company/corporate-staffing
C,/company/corporate-staffing
Training and Development Manager,https://www.brightermonday.co.ke/listings/training-and-development-manager-d7er7w
Corporate Staffing Services Ltd,/company/corporate-staffing
C,/company/corporate-staffing
Site Engineer,https://www.brightermonday.co.ke/listings/site-engineer-20jz0j
Corporate Staffing Services Ltd,/company/corporate-staffing
C,/company/corporate-staffing
Experienced Accountant,https://www.brightermonday.co.ke/listings/senior-accounting-and-administration-officer-accounts-payable-jq4mrv
BrighterMonday Consulting,/company/brightermonday-consulting
B,/company/brightermonday-consulting
SCHOOL MATRON,https://www.brightermonday.co.ke/listings/school-matron-k8rmgw
St Ronan Secondary School Limited,/jobs?q=St%20Ronan%20Secondary%20School%20Limited
S,/jobs?q=St%20Ronan%20Secondary%20School%20Limited
Teachers,https://www.brightermonday.co.ke/listings/teachers-gwq59n
St Ronan Secondary School Limited,/jobs?q=St%20Ronan%20Secondary%20School%20Limited
S,/jobs?q=St%20Ronan%20Secondary%20School%20Limited
General Manager – Fintech,https://www.brightermonday.co.ke/listings/general-manager-fintech-xpjd2v
Summit Recruitment & Search,/company/summit-recruitment-search
S,/company/summit-recruitment-search
POULTRY MANAGEMENT ASSISTANT - Vihiga,https://www.brightermonday.co.ke/listings/poultry-management-assistant-vihiga-r8z2vx
Rehema Poultry Farm,/jobs?q=Rehema%20Poultry%20Farm
R,/jobs?q=Rehema%20Poultry%20Farm
Livestock Production Assistants - Vihiga,https://www.brightermonday.co.ke/listings/livestock-production-assistants-vihiga-4n4j89
Rehema Poultry Farm,/jobs?q=Rehema%20Poultry%20Farm
R,/jobs?q=Rehema%20Poultry%20Farm
"POULTRY MANAGEMENT ASSISTANT - Vihiga, Emuhaya",https://www.brightermonday.co.ke/listings/poultry-management-assistant-vihiga-emuhaya-84v05r
Vihiga Young Agripreneurs,/jobs?q=Vihiga%20Young%20Agripreneurs
V,/jobs?q=Vihiga%20Young%20Agripreneurs
"Livestock Production Assistants - Vihiga, Emuhaya",https://www.brightermonday.co.ke/listings/livestock-production-assistants-vihiga-emuhaya-q24q7k
Vihiga Young Agripreneurs,/jobs?q=Vihiga%20Young%20Agripreneurs
V,/jobs?q=Vihiga%20Young%20Agripreneurs
"Horticultural Farm Assistants - Vihiga, Emuhaya",https://www.brightermonday.co.ke/listings/horticultural-farm-assistants-vihiga-emuhaya-wpem25
Vihiga Young Agripreneurs,/jobs?q=Vihiga%20Young%20Agripreneurs
V,/jobs?q=Vihiga%20Young%20Agripreneurs
DISPATCH SUPERVISOR,https://www.brightermonday.co.ke/listings/dispatch-supervisor-9jm09w
Project Support Intern,https://www.brightermonday.co.ke/listings/project-support-intern-6dx7kn
Malaria No More,/jobs?q=Malaria%20No%20More
M,/jobs?q=Malaria%20No%20More
Senior Accountant,https://www.brightermonday.co.ke/listings/senior-accountant-r82dg8
Visa Store PTY LTD,/jobs?q=Visa%20Store%20PTY%20LTD
V,/jobs?q=Visa%20Store%20PTY%20LTD
CALL CENTRE REPRESENTATIVE,https://www.brightermonday.co.ke/listings/call-centre-representative-9j04ep
Nawiri African Sprouts Ltd (Fast Credit),/jobs?q=Nawiri%20African%20Sprouts%20Ltd%20%28Fast%20Credit%29
,/jobs?q=Nawiri%20African%20Sprouts%20Ltd%20%28Fast%20Credit%29
Customer Care Representative,https://www.brightermonday.co.ke/listings/customer-care-representative-xpd408
Astradental Services Ltd,/jobs?q=Astradental%20Services%20Ltd
,/jobs?q=Astradental%20Services%20Ltd
Finance & Administration Manager – Nairobi,https://www.brightermonday.co.ke/listings/finance-administration-manager-nairobi-q2qpj4
Summit Recruitment & Search,/company/summit-recruitment-search
S,/company/summit-recruitment-search
Poultry Management Assistant - Vihiga,https://www.brightermonday.co.ke/listings/poultry-management-assistant-9j047p
Chanderema Poultry Farm,/jobs?q=Chanderema%20Poultry%20Farm
C,/jobs?q=Chanderema%20Poultry%20Farm
Field Extension Supervisor - Embu,https://www.brightermonday.co.ke/listings/field-extension-supervisor-07pmre
Horticultural Farm Assistant - Vihiga,https://www.brightermonday.co.ke/listings/horticultural-farm-assistant-vwmn88
Chanderema Poultry Farm,/jobs?q=Chanderema%20Poultry%20Farm
C,/jobs?q=Chanderema%20Poultry%20Farm
Livestock Production Assistant - Vihiga,https://www.brightermonday.co.ke/listings/livestock-production-assistant-7wvn2z
Chanderema Poultry Farm,/jobs?q=Chanderema%20Poultry%20Farm
C,/jobs?q=Chanderema%20Poultry%20Farm
Business Analyst – Manufacturing Sector,https://www.brightermonday.co.ke/listings/business-analyst-manufacturing-sector-np5r6w
BrighterMonday Consulting,/company/brightermonday-consulting
B,/company/brightermonday-consulting
Assistant Store Manager,https://www.brightermonday.co.ke/listings/assistant-store-manager-gw52ee
GOING OUTDOOR LTD,/jobs?q=GOING%20OUTDOOR%20LTD
G,/jobs?q=GOING%20OUTDOOR%20LTD
Marine Boat Technician (Homa Bay),https://www.brightermonday.co.ke/listings/marine-boat-technician-homa-bay-xpd4vm
Victory Farms Ltd,/company/victoryfarmskenya
V,/company/victoryfarmskenya
Accountant,https://www.brightermonday.co.ke/listings/accountant-wpmq7j
Crystal Africa Cleaning Service Limited,/jobs?q=Crystal%20Africa%20Cleaning%20Service%20Limited
,/jobs?q=Crystal%20Africa%20Cleaning%20Service%20Limited
Production Coordinator,https://www.brightermonday.co.ke/listings/production-coordinator-9j04qn
Good News Productions Int'l - Africa,/jobs?q=Good%20News%20Productions%20Int%27l%20-%20Africa
,/jobs?q=Good%20News%20Productions%20Int%27l%20-%20Africa
Sales Executives in Home Appliances Category,https://www.brightermonday.co.ke/listings/sales-executives-07pmj8
KOCH Technologies Limited,/jobs?q=KOCH%20Technologies%20Limited
K,/jobs?q=KOCH%20Technologies%20Limited
FIREFIGHTERS,https://www.brightermonday.co.ke/listings/firefighters-vwmn6g
Plan Manpower Limited,/jobs?q=Plan%20Manpower%20Limited
,/jobs?q=Plan%20Manpower%20Limited
Manager/Accountant,https://www.brightermonday.co.ke/listings/manageraccountant-pmpk4x
Kenya Poultry Farmers Limited,/jobs?q=Kenya%20Poultry%20Farmers%20Limited
K,/jobs?q=Kenya%20Poultry%20Farmers%20Limited
Sales and Marketing Executive,https://www.brightermonday.co.ke/listings/sales-and-marketing-executive-wpmq6j
Dyna Strategic Solutions LImited,/jobs?q=Dyna%20Strategic%20Solutions%20LImited
D,/jobs?q=Dyna%20Strategic%20Solutions%20LImited
Director of Operations (Agritech),https://www.brightermonday.co.ke/listings/director-of-operations-agritech-k8m9xz
Summit Recruitment & Search,/company/summit-recruitment-search
,/company/summit-recruitment-search
ICT Support/File Mangement Consultant,https://www.brightermonday.co.ke/listings/data-entry-file-mangement-consultant-4nje6m
LAMARA TOURISM AND TRAVEL AGENCY,/jobs?q=LAMARA%20TOURISM%20AND%20TRAVEL%20AGENCY
L,/jobs?q=LAMARA%20TOURISM%20AND%20TRAVEL%20AGENCY
Sales Executive,https://www.brightermonday.co.ke/listings/sales-executive-mgm8vq
Kenya Poultry Farmers Limited,/jobs?q=Kenya%20Poultry%20Farmers%20Limited
K,/jobs?q=Kenya%20Poultry%20Farmers%20Limited
Technical Sales Manager,https://www.brightermonday.co.ke/listings/technical-sales-manager-q2qpw6
JardineHR Consultants,/jobs?q=JardineHR%20Consultants
J,/jobs?q=JardineHR%20Consultants
(1) BUSINESS PLAN OFFICER (AGRIPRENEUR TRAINER) - Bungoma,https://www.brightermonday.co.ke/listings/1-business-plan-officer-agripreneur-trainer-bungoma-jqmvpe
CHETA BRIGADIER,/jobs?q=CHETA%20BRIGADIER
C,/jobs?q=CHETA%20BRIGADIER
"Primary (P1) and ECDE Teacher - Kilifi County, Kilifi North Sub County, Ngerenya Location",https://www.brightermonday.co.ke/listings/primary-p1-and-ecde-teacher-kilifi-county-kilifi-north-sub-county-ngerenya-location-wpmqgk
Eco Moyo Education Centre,/jobs?q=Eco%20Moyo%20Education%20Centre
,/jobs?q=Eco%20Moyo%20Education%20Centre
Event Manager,https://www.brightermonday.co.ke/listings/event-manager-9j0455
Somali Institute of Technology,/jobs?q=Somali%20Institute%20of%20Technology
S,/jobs?q=Somali%20Institute%20of%20Technology
QA ANALYST,https://www.brightermonday.co.ke/listings/qa-analyst-7wvnp5
"English Language Instructor - - Mogadishu, Somalia",https://www.brightermonday.co.ke/listings/english-language-instructor-6d70n6
Somali Institute of Technology,/jobs?q=Somali%20Institute%20of%20Technology
S,/jobs?q=Somali%20Institute%20of%20Technology
Early Childhood Developer and Minder,https://www.brightermonday.co.ke/listings/early-childhood-developer-and-minder-5dw7p7
Corporate Sales Manager,https://www.brightermonday.co.ke/listings/corporate-sales-manager-d7rx95
Summit Recruitment & Search,/company/summit-recruitment-search
,/company/summit-recruitment-search
HR Manager,https://www.brightermonday.co.ke/listings/hr-manager-pmpkgv
Summit Recruitment & Search,/company/summit-recruitment-search
,/company/summit-recruitment-search
ACCOUNTS ASSISTANT and COMPUTER TECHNICIAN,https://www.brightermonday.co.ke/listings/accounts-assistant-and-computer-technician-jqmv6e
"PHARMACEUTICAL TECHNOLOGIST - Dagoretti South, Nairobi County, bordering Kiambu County",https://www.brightermonday.co.ke/listings/pharmaceutical-technologist-dagoretti-south-nairobi-county-bordering-kiambu-county-r82dr4
Afyahub Medical Center Ltd,/jobs?q=Afyahub%20Medical%20Center%20Ltd
A,/jobs?q=Afyahub%20Medical%20Center%20Ltd
Clinical Officer,https://www.brightermonday.co.ke/listings/clinical-officer-r82dz2
Afyahub Medical Center Ltd,/jobs?q=Afyahub%20Medical%20Center%20Ltd
A,/jobs?q=Afyahub%20Medical%20Center%20Ltd
Merchandiser (FMCG)-MALE APPLICANTS ONLY,https://www.brightermonday.co.ke/listings/merchandiser-fmcg-male-applicants-only-zp27gg
Plan Manpower Limited,/jobs?q=Plan%20Manpower%20Limited
,/jobs?q=Plan%20Manpower%20Limited
"Head of Sales - Fertilizer,",https://www.brightermonday.co.ke/listings/lead-sales-7wvkn8
Corporate Staffing Services Ltd,/company/corporate-staffing
,/company/corporate-staffing
Regional Program Coordinator,https://www.brightermonday.co.ke/listings/regional-program-coordinator-6d7g07
ST JOHNS COMMUNITY CENTRE,/jobs?q=ST%20JOHNS%20COMMUNITY%20CENTRE
S,/jobs?q=ST%20JOHNS%20COMMUNITY%20CENTRE
sales agent,https://www.brightermonday.co.ke/listings/sales-agent-4njxxp
GRAES LILIAS INSURANCE AGENCY LTD,/jobs?q=GRAES%20LILIAS%20INSURANCE%20AGENCY%20LTD
G,/jobs?q=GRAES%20LILIAS%20INSURANCE%20AGENCY%20LTD
FIREFIGHTERS,https://www.brightermonday.co.ke/listings/firefighters-vwm265
Plan Manpower Limited,/jobs?q=Plan%20Manpower%20Limited
,/jobs?q=Plan%20Manpower%20Limited
Poultry Farm Attendant - Bungoma,https://www.brightermonday.co.ke/listings/poultry-farm-attendant-bungoma-20z4dv
CHETA BRIGADIER,/jobs?q=CHETA%20BRIGADIER
C,/jobs?q=CHETA%20BRIGADIER
"FIELD OFFICER COLLECTION POINT - Tongaren, Bungoma",https://www.brightermonday.co.ke/listings/field-officer-collection-point-tongaren-bungoma-gw5v00
Forkel Enterprises,/jobs?q=Forkel%20Enterprises
F,/jobs?q=Forkel%20Enterprises
Farm Officer - Bungoma,https://www.brightermonday.co.ke/listings/farm-officer-bungoma-mgmz4d
TAZURI FARM,/jobs?q=TAZURI%20FARM
T,/jobs?q=TAZURI%20FARM
SEED PROPAGATION OFFICER - Bungoma,https://www.brightermonday.co.ke/listings/seed-propagation-officer-bungoma-xpd5zq
TAZURI FARM,/jobs?q=TAZURI%20FARM
T,/jobs?q=TAZURI%20FARM
Senior Marketing Executive,https://www.brightermonday.co.ke/listings/senior-marketing-executive-q2qmvz
Corporate Staffing Services Ltd,/company/corporate-staffing
,/company/corporate-staffing
Digital Marketing Intern,https://www.brightermonday.co.ke/listings/digital-marketing-intern-wpmd8p
Corporate Staffing Services Ltd,/company/corporate-staffing
,/company/corporate-staffing
Accounts Receivable Intern,https://www.brightermonday.co.ke/listings/accounts-receivable-intern-np54zx
Corporate Staffing Services Ltd,/company/corporate-staffing
,/company/corporate-staffing
Key Accounts Intern,https://www.brightermonday.co.ke/listings/key-accounts-intern-9j0pd8
Corporate Staffing Services Ltd,/company/corporate-staffing
,/company/corporate-staffing
Supply Chain Intern,https://www.brightermonday.co.ke/listings/supply-chain-intern-07pqzg
Corporate Staffing Services Ltd,/company/corporate-staffing
,/company/corporate-staffing
Marketing Intern,https://www.brightermonday.co.ke/listings/marketing-intern-7wvk9n
Corporate Staffing Services Ltd,/company/corporate-staffing
,/company/corporate-staffing
Modern Trade Manager – Food Manufacturing,https://www.brightermonday.co.ke/listings/modern-trade-manager-food-manufacturing-np542x
BrighterMonday Consulting,/company/brightermonday-consulting
,/company/brightermonday-consulting
Sales Logistics Manager – Food Manufacturing,https://www.brightermonday.co.ke/listings/sales-logistics-manager-food-manufacturing-9j0pw8
BrighterMonday Consulting,/company/brightermonday-consulting
,/company/brightermonday-consulting
Full Stack Developer,https://www.brightermonday.co.ke/listings/full-stack-developer-vwm2xm
Aquantuo,/jobs?q=Aquantuo
A,/jobs?q=Aquantuo
